Start of Data
0, uV
2522476, uV
2522476, uV
2522476, uV
2522476, uV
2522182, uV
2522182, uV
2522182, uV
2522182, uV
2522811, uV
2522811, uV
2522811, uV
2522811, uV
2518156, uV
2518156, uV
2518156, uV
2518156, uV
2524013, uV
2524013, uV
2524013, uV
2524013, uV
2513121, uV
2513121, uV
2513121, uV
2513121, uV
2522383, uV
2522383, uV
2522383, uV
2522383, uV
2519032, uV
2519032, uV
2519032, uV
2519032, uV
2520746, uV
2520746, uV
2520746, uV
2520746, uV
2523065, uV
2523065, uV
2523065, uV
2523065, uV
2521438, uV
2521438, uV
2521438, uV
2521438, uV
2513841, uV
2513841, uV
2513841, uV
2513841, uV
2522269, uV
2522269, uV
2522269, uV
2522269, uV
2522346, uV
2522346, uV
2522346, uV
2522346, uV
2516873, uV
2516873, uV
2516873, uV
2516873, uV
11372, uV
11372, uV
11372, uV
11372, uV
2522937, uV
2522937, uV
2522937, uV
2522937, uV
2521871, uV
2521871, uV
2521871, uV
2521871, uV
2550801, uV
2550801, uV
2550801, uV
2550801, uV
2516247, uV
2516247, uV
2516247, uV
2516247, uV
2522987, uV
2522987, uV
2522987, uV
2522987, uV
2524177, uV
2524177, uV
2524177, uV
2524177, uV
2520411, uV
2520411, uV
2520411, uV
2520411, uV
2521172, uV
2521172, uV
2521172, uV
2521172, uV
2519264, uV
2519264, uV
2519264, uV
2519264, uV
2520585, uV
2520585, uV
2520585, uV
2520585, uV
2522155, uV
2522155, uV
2522155, uV
2522155, uV
2522105, uV
2522105, uV
2522105, uV
2522105, uV
2519538, uV
2519538, uV
2519538, uV
2519538, uV
2523532, uV
2523532, uV
2523532, uV
2523532, uV
2522852, uV
2522852, uV
2522852, uV
2522852, uV
2517715, uV
2517715, uV
2517715, uV
2517715, uV
13037, uV
13037, uV
13037, uV
13037, uV
2522689, uV
2522689, uV
2522689, uV
2522689, uV
2522520, uV
2522520, uV
2522520, uV
2522520, uV
0, uV
0, uV
0, uV
0, uV
2516511, uV
2516511, uV
2516511, uV
2516511, uV
2523570, uV
2523570, uV
2523570, uV
2523570, uV
2523117, uV
2523117, uV
2523117, uV
2523117, uV
2522802, uV
2522802, uV
2522802, uV
2522802, uV
2523017, uV
2523017, uV
2523017, uV
2523017, uV
2517844, uV
2517844, uV
2517844, uV
2517844, uV
2522220, uV
2522220, uV
2522220, uV
2522220, uV
2523010, uV
2523010, uV
2523010, uV
2523010, uV
2519335, uV
2519335, uV
2519335, uV
2519335, uV
2519975, uV
2519975, uV
2519975, uV
2519975, uV
2522418, uV
2522418, uV
2522418, uV
2522418, uV
2521567, uV
2521567, uV
2521567, uV
2521567, uV
2518617, uV
2518617, uV
2518617, uV
2518617, uV
2522640, uV
2522640, uV
2522640, uV
2522640, uV
2522840, uV
2522840, uV
2522840, uV
2522840, uV
2522871, uV
2522871, uV
2522871, uV
2522871, uV
2522264, uV
2522264, uV
2522264, uV
2522264, uV
2517629, uV
2517629, uV
2517629, uV
2517629, uV
2522252, uV
2522252, uV
2522252, uV
2522252, uV
2517899, uV
2517899, uV
2517899, uV
2517899, uV
11997, uV
11997, uV
11997, uV
11997, uV
2522203, uV
2522203, uV
2522203, uV
2522203, uV
2521810, uV
2521810, uV
2521810, uV
2521810, uV
2523786, uV
2523786, uV
2523786, uV
2523786, uV
2521841, uV
2521841, uV
2521841, uV
2521841, uV
2524209, uV
2524209, uV
2524209, uV
2524209, uV
2522173, uV
2522173, uV
2522173, uV
2522173, uV
2523552, uV
2523552, uV
2523552, uV
2523552, uV
2521500, uV
2521500, uV
2521500, uV
2521500, uV
2522434, uV
2522434, uV
2522434, uV
2522434, uV
2521384, uV
2521384, uV
2521384, uV
2521384, uV
2521671, uV
2521671, uV
2521671, uV
2521671, uV
2519526, uV
2519526, uV
2519526, uV
2519526, uV
2521820, uV
2521820, uV
2521820, uV
2521820, uV
2517804, uV
2517804, uV
2517804, uV
2517804, uV
2521216, uV
2521216, uV
2521216, uV
2521216, uV
2517661, uV
2517661, uV
2517661, uV
2517661, uV
2517962, uV
2517962, uV
2517962, uV
2517962, uV
2518902, uV
2518902, uV
2518902, uV
2518902, uV
2517481, uV
2517481, uV
2517481, uV
2517481, uV
2520935, uV
2520935, uV
2520935, uV
2520935, uV
2517593, uV
2517593, uV
2517593, uV
2517593, uV
2521556, uV
2521556, uV
2521556, uV
2521556, uV
2520379, uV
2520379, uV
2520379, uV
2520379, uV
2521780, uV
2521780, uV
2521780, uV
2521780, uV
2520924, uV
2520924, uV
2520924, uV
2520924, uV
2521351, uV
2521351, uV
2521351, uV
2521351, uV
2521814, uV
2521814, uV
2521814, uV
2521814, uV
2521115, uV
2521115, uV
2521115, uV
2521115, uV
2550801, uV
2550801, uV
2550801, uV
2550801, uV
2520731, uV
2520731, uV
2520731, uV
2520731, uV
