Start of Data
0, uV
2491646, uV
2491646, uV
2491646, uV
2491646, uV
-25257, uV
-25257, uV
-25257, uV
-25257, uV
2501562, uV
2501562, uV
2501562, uV
2501562, uV
-20143, uV
-20143, uV
-20143, uV
-20143, uV
2504472, uV
2504472, uV
2504472, uV
2504472, uV
2504289, uV
2504289, uV
2504289, uV
2504289, uV
2497023, uV
2497023, uV
2497023, uV
2497023, uV
2498923, uV
2498923, uV
2498923, uV
2498923, uV
2483822, uV
2483822, uV
2483822, uV
2483822, uV
2471598, uV
2471598, uV
2471598, uV
2471598, uV
2499984, uV
2499984, uV
2499984, uV
2499984, uV
2489096, uV
2489096, uV
2489096, uV
2489096, uV
2501691, uV
2501691, uV
2501691, uV
2501691, uV
2490870, uV
2490870, uV
2490870, uV
2490870, uV
2501489, uV
2501489, uV
2501489, uV
2501489, uV
2490778, uV
2490778, uV
2490778, uV
2490778, uV
2498937, uV
2498937, uV
2498937, uV
2498937, uV
2488065, uV
2488065, uV
2488065, uV
2488065, uV
2497864, uV
2497864, uV
2497864, uV
2497864, uV
2491909, uV
2491909, uV
2491909, uV
2491909, uV
-860, uV
-860, uV
-860, uV
-860, uV
2503867, uV
2503867, uV
2503867, uV
2503867, uV
2502905, uV
2502905, uV
2502905, uV
2502905, uV
2504957, uV
2504957, uV
2504957, uV
2504957, uV
2502876, uV
2502876, uV
2502876, uV
2502876, uV
2504226, uV
2504226, uV
2504226, uV
2504226, uV
2502157, uV
2502157, uV
2502157, uV
2502157, uV
2493205, uV
2493205, uV
2493205, uV
2493205, uV
2503486, uV
2503486, uV
2503486, uV
2503486, uV
2503924, uV
2503924, uV
2503924, uV
2503924, uV
2502501, uV
2502501, uV
2502501, uV
2502501, uV
2503553, uV
2503553, uV
2503553, uV
2503553, uV
2500318, uV
2500318, uV
2500318, uV
2500318, uV
2502475, uV
2502475, uV
2502475, uV
2502475, uV
2500280, uV
2500280, uV
2500280, uV
2500280, uV
2499298, uV
2499298, uV
2499298, uV
2499298, uV
2500174, uV
2500174, uV
2500174, uV
2500174, uV
2499297, uV
2499297, uV
2499297, uV
2499297, uV
2502569, uV
2502569, uV
2502569, uV
2502569, uV
2500939, uV
2500939, uV
2500939, uV
2500939, uV
2502481, uV
2502481, uV
2502481, uV
2502481, uV
2503438, uV
2503438, uV
2503438, uV
2503438, uV
2503507, uV
2503507, uV
2503507, uV
2503507, uV
2504764, uV
2504764, uV
2504764, uV
2504764, uV
2503481, uV
2503481, uV
2503481, uV
2503481, uV
2504931, uV
2504931, uV
2504931, uV
2504931, uV
2502889, uV
2502889, uV
2502889, uV
2502889, uV
2504252, uV
2504252, uV
2504252, uV
2504252, uV
2502968, uV
2502968, uV
2502968, uV
2502968, uV
2503993, uV
2503993, uV
2503993, uV
2503993, uV
2498156, uV
2498156, uV
2498156, uV
2498156, uV
2503874, uV
2503874, uV
2503874, uV
2503874, uV
2499012, uV
2499012, uV
2499012, uV
2499012, uV
2502600, uV
2502600, uV
2502600, uV
2502600, uV
2498428, uV
2498428, uV
2498428, uV
2498428, uV
2498789, uV
2498789, uV
2498789, uV
2498789, uV
2501355, uV
2501355, uV
2501355, uV
