Start of Data
0, uV
2515858, uV
2515858, uV
2515858, uV
2515858, uV
2519473, uV
2519473, uV
2519473, uV
2519473, uV
2518425, uV
2518425, uV
2518425, uV
2518425, uV
2510020, uV
2510020, uV
2510020, uV
2510020, uV
204976, uV
204976, uV
204976, uV
204976, uV
2512557, uV
2512557, uV
2512557, uV
2512557, uV
-28118, uV
-28118, uV
-28118, uV
-28118, uV
2519568, uV
2519568, uV
2519568, uV
2519568, uV
2519549, uV
2519549, uV
2519549, uV
2519549, uV
2550801, uV
2550801, uV
2550801, uV
2550801, uV
2511732, uV
2511732, uV
2511732, uV
2511732, uV
2520141, uV
2520141, uV
2520141, uV
2520141, uV
2520696, uV
2520696, uV
2520696, uV
2520696, uV
2516838, uV
2516838, uV
2516838, uV
2516838, uV
2518356, uV
2518356, uV
2518356, uV
2518356, uV
2516851, uV
2516851, uV
2516851, uV
2516851, uV
2515697, uV
2515697, uV
2515697, uV
2515697, uV
2518434, uV
2518434, uV
2518434, uV
2518434, uV
2519245, uV
2519245, uV
2519245, uV
2519245, uV
2517089, uV
2517089, uV
2517089, uV
2517089, uV
2519491, uV
2519491, uV
2519491, uV
2519491, uV
278774, uV
278774, uV
278774, uV
278774, uV
2513789, uV
2513789, uV
2513789, uV
2513789, uV
-9607, uV
-9607, uV
-9607, uV
-9607, uV
2519793, uV
2519793, uV
2519793, uV
2519793, uV
2519497, uV
2519497, uV
2519497, uV
2519497, uV
2521369, uV
2521369, uV
2521369, uV
2521369, uV
2513884, uV
2513884, uV
2513884, uV
2513884, uV
2519739, uV
2519739, uV
2519739, uV
2519739, uV
2520616, uV
2520616, uV
2520616, uV
2520616, uV
2516409, uV
2516409, uV
2516409, uV
2516409, uV
2516501, uV
2516501, uV
2516501, uV
2516501, uV
2520386, uV
2520386, uV
2520386, uV
2520386, uV
2516738, uV
2516738, uV
2516738, uV
2516738, uV
2514846, uV
2514846, uV
2514846, uV
2514846, uV
-4618, uV
-4618, uV
-4618, uV
-4618, uV
2518803, uV
2518803, uV
2518803, uV
2518803, uV
2518317, uV
