Start of Data
0, uV
2508216, uV
2508216, uV
2508216, uV
2508216, uV
2509458, uV
2509458, uV
2509458, uV
2509458, uV
2508825, uV
2508825, uV
2508825, uV
2508825, uV
2512170, uV
2512170, uV
2512170, uV
2512170, uV
2511426, uV
2511426, uV
2511426, uV
2511426, uV
2509566, uV
2509566, uV
2509566, uV
2509566, uV
2512302, uV
2512302, uV
2512302, uV
2512302, uV
2507440, uV
2507440, uV
2507440, uV
2507440, uV
2512895, uV
2512895, uV
2512895, uV
2512895, uV
2511310, uV
2511310, uV
2511310, uV
2511310, uV
2506604, uV
2506604, uV
2506604, uV
2506604, uV
2513807, uV
2513807, uV
2513807, uV
2513807, uV
2512716, uV
2512716, uV
2512716, uV
2512716, uV
2512456, uV
2512456, uV
2512456, uV
2512456, uV
0, uV
0, uV
0, uV
0, uV
2506476, uV
2506476, uV
2506476, uV
2506476, uV
2512277, uV
2512277, uV
2512277, uV
2512277, uV
2513379, uV
2513379, uV
2513379, uV
2513379, uV
2511455, uV
2511455, uV
2511455, uV
2511455, uV
2510117, uV
2510117, uV
2510117, uV
2510117, uV
2509559, uV
2509559, uV
2509559, uV
2509559, uV
2504641, uV
2504641, uV
2504641, uV
2504641, uV
2507309, uV
2507309, uV
2507309, uV
2507309, uV
2509502, uV
2509502, uV
2509502, uV
2509502, uV
2512249, uV
2512249, uV
2512249, uV
2512249, uV
2511922, uV
2511922, uV
2511922, uV
2511922, uV
2507851, uV
2507851, uV
2507851, uV
2507851, uV
-649, uV
-649, uV
-649, uV
-649, uV
2498547, uV
2498547, uV
2498547, uV
2498547, uV
2501674, uV
2501674, uV
2501674, uV
2501674, uV
2505899, uV
2505899, uV
2505899, uV
2505899, uV
2509956, uV
2509956, uV
2509956, uV
2509956, uV
2505811, uV
2505811, uV
2505811, uV
2505811, uV
2510528, uV
2510528, uV
2510528, uV
2510528, uV
2509435, uV
2509435, uV
2509435, uV
2509435, uV
2510813, uV
2510813, uV
2510813, uV
2510813, uV
