Time,Voltage
0.0034699440002441406,0.04159375
0.25173449516296387,0.04159375
0.49745726585388184,0.041625
0.7438986301422119,0.041609375000000004
0.9896152019500732,0.04165625
1.2363135814666748,0.0416875
1.482426643371582,0.041703125
1.7283909320831299,0.04171875
1.9743106365203857,0.041671875000000004
2.220548391342163,0.0416875
2.4669570922851562,0.041703125
2.7130095958709717,0.0425
2.95900821685791,0.043140625
3.2050423622131348,0.04228125
3.450775384902954,0.0421875
3.6970784664154053,0.042140625
3.943235158920288,0.042234375
4.189190149307251,0.04225
4.43502950668335,0.042296875
4.681867361068726,0.04240625
4.928177118301392,0.04259375
5.174353361129761,0.04271875
5.4202048778533936,0.04275
5.666033029556274,0.042953125
5.911879301071167,0.042859375
6.158343553543091,0.042671875
6.404363632202148,0.042640625
6.650341749191284,0.042625
6.8964149951934814,0.042640625
7.1423540115356445,0.042734375
7.388412714004517,0.043187500000000004
7.63523530960083,0.043203125
7.881041526794434,0.04196875
8.12693166732788,0.0406875
8.37372088432312,0.04075
8.619515180587769,0.040765625
8.865516185760498,0.041421875000000004
9.111642599105835,0.041890625
9.3577721118927,0.0418125
9.603894233703613,0.041890625
9.850175380706787,0.0418125
10.096296310424805,0.042015625
10.342280387878418,0.042109375
10.58836579322815,0.042171875
10.834290742874146,0.042203125
11.081003904342651,0.042234375
11.327175617218018,0.042296875
11.573131561279297,0.042265625
11.821111917495728,0.042296875
12.065826177597046,0.042296875
12.312309503555298,0.042296875
12.558229923248291,0.042328125
12.804318904876709,0.042359375
13.050092458724976,0.0424375
13.296055793762207,0.0424375
13.541989088058472,0.04246875
13.789024353027344,0.04253125
14.03484845161438,0.042515625
14.281042337417603,0.042265625
14.526893138885498,0.042578125
14.77300763130188,0.042984375
15.018962144851685,0.043078125
15.265974283218384,0.043171875
15.511814832687378,0.04321875
15.757831573486328,0.043234375
16.003843069076538,0.043265625
16.2496235370636,0.043265625
16.496577262878418,0.043296875
16.742924451828003,0.043296875
16.991527795791626,0.043312500000000004
17.234439849853516,0.043312500000000004
17.481337308883667,0.043328125
17.727147817611694,0.043265625
17.972996473312378,0.043359375
18.218788862228394,0.043421875
18.46591019630432,0.043375000000000004
18.711910486221313,0.043390625
18.958011150360107,0.043437500000000004
19.203791856765747,0.043437500000000004
19.449693202972412,0.043453125
19.695706844329834,0.04346875
19.94276189804077,0.043484375
20.188771724700928,0.043421875
20.43454599380493,0.04346875
20.680280685424805,0.043453125
20.926432609558105,0.040375
21.173449277877808,0.039468750000000004
21.419278621673584,0.039593750000000004
21.66528820991516,0.04071875
21.911162853240967,0.04025
22.159093379974365,0.040578125
22.40403985977173,0.04021875
22.64981698989868,0.039875
22.89563274383545,0.039828125
23.142759084701538,0.0399375
23.387999057769775,0.039875
23.633822679519653,0.039859375
23.880937099456787,0.039906250000000004
24.12686562538147,0.04040625
24.372867107391357,0.042109375
24.61906337738037,0.041953125
24.864903450012207,0.04184375
25.11072325706482,0.041921875000000004
25.35769271850586,0.042109375
25.60350203514099,0.04190625
25.8494713306427,0.041890625
26.095380544662476,0.0416875
26.34156894683838,0.041734375000000004
26.587444067001343,0.041921875000000004
26.834425687789917,0.042046875
27.079637050628662,0.041953125
27.32599711418152,0.042
27.57199215888977,0.04215625
27.818143844604492,0.042125
28.065114736557007,0.04203125
28.31055521965027,0.042171875
28.555901765823364,0.040671875
28.80272889137268,0.039843750000000004
29.04878520965576,0.039671875
29.29508328437805,0.039328125
29.540562391281128,0.039
29.786638736724854,0.039343750000000004
30.033345699310303,0.039328125
30.2801616191864,0.039109375
30.526020765304565,0.039109375
30.77217721939087,0.039109375
